Threshold,Homogenity,Completeness,V-Measure,Mutual Info,Adj. Mut. Inf,Shill,HOM std,COM std,VME std,MI std,AMI std,Shill std
0.10000000000000001,0.99337821973818641,0.88451967145816257,0.9357928675901126,6.0424460887732625,0.74407593180158904,0.70516247180557312,0.00053572111199412238,0.001759288174902068,0.0010509201311263631,0.0020446619743107507,0.0043208759244005067,0.0012947350581029291
0.59999999999999998,0.97827321399004119,0.9006626516602424,0.93786372808083129,5.950568826467725,0.78604295278637581,0.70516247180557312,0.00086932415360890108,0.001887149321553335,0.0010480560299629036,0.0070309930358904904,0.0044024019094800453,0.0012947350581029291
1.1000000000000001,0.97020319295878932,0.91192390498771236,0.94016000485390561,5.9014787403837818,0.81340632049500683,0.70516247180557312,0.00078866488937857308,0.0019968267459261149,0.0011379708650725488,0.0040438674715297029,0.0044790593028126617,0.0012947350581029291
1.6000000000000001,0.96291685574009889,0.91847303120850776,0.94016860323384166,5.857161360210001,0.8293016241933252,0.70516247180557312,0.0013268301766804545,0.001438582547178597,0.00078637772330552723,0.0099196895948923079,0.0032965190576643307,0.0012947350581029291
2.1000000000000001,0.95658019349605716,0.92260744211841728,0.93928493120763379,5.8186174429791793,0.83932531815802602,0.70516247180557312,0.0017176424857182492,0.0015629887449948253,0.00099690267344447621,0.012050113954339902,0.0035940821144950647,0.0012947350581029291
2.6000000000000001,0.9515877488725476,0.9259532026916375,0.93859463793947806,5.788248883238035,0.84733614806996482,0.70516247180557312,0.00098890232219255155,0.0019623711370755797,0.0012988386308968849,0.0078559775492488965,0.0042491579284687706,0.0012947350581029291
3.1000000000000001,0.94730721459457357,0.92972761350924116,0.93843215007773428,5.7622089540796928,0.85606238060741546,0.70516247180557312,0.0017930667780033322,0.0019700754131183715,0.00089208073760517882,0.010688473124037907,0.0043208426000989515,0.0012947350581029291
3.6000000000000001,0.94272001305360076,0.93207247922215264,0.93736107759888498,5.7336612624700649,0.86168217023630267,0.70475344834321241,0.003199507973804546,0.002402764860009508,0.0018276774171979086,0.018859566804842402,0.0052018917867694718,0.0013331173792689999
4.0999999999999996,0.93677610659161681,0.93430105619166159,0.93553342831776864,5.6975130276781023,0.86572478419780574,0.70475344834321241,0.0022468841258147924,0.0021439180484490237,0.0012376617417960553,0.014017702594842788,0.0031257003703385167,0.0013331173792689999
4.5999999999999996,0.93203135555170447,0.9387639073935159,0.93538248959436654,5.6686548005622939,0.86431036990049859,0.70475344834321241,0.0015228299742046376,0.0023735690529640644,0.0010615226084789559,0.0095068195183813584,0.0024233063021864782,0.0013331173792689999
5.0999999999999996,0.92533432831343221,0.94123312699850337,0.93320848739626272,5.6279237267870936,0.85344656725118051,0.70475344834321241,0.002192988594826235,0.0032873059083087749,0.0008527533789143613,0.01373144177304402,0.0029566451295547753,0.0013331173792689999
5.5999999999999996,0.91654373908144782,0.94444283789835148,0.93027436897201687,5.5744575040478832,0.83981033096020141,0.70475344834321241,0.0036790341783583115,0.0033339049265854177,0.0018098849795724734,0.022246537449609666,0.0056239849074865367,0.0013331173792689999
6.0999999999999996,0.90890222153243272,0.94689534760226013,0.9275060186442724,5.5279814868293453,0.82813663534051218,0.70475344834321241,0.0036530522068238102,0.0019961657197319319,0.0023249792085096805,0.022087845809405378,0.005993339976498078,0.0013331173792689999
6.5999999999999996,0.89910105632183046,0.94987576324197032,0.92378554786975653,5.4683737531420133,0.81375879738922374,0.70475344834321241,0.0038577155256771969,0.0022187263781411285,0.002254116910145505,0.024104998185367731,0.0058395178510713573,0.0013331173792689999
7.0999999999999996,0.89010953941891091,0.95112103709181728,0.91960104882520088,5.4154696972661878,0.80062746505377835,0.70520640108556676,0.0033770307721199522,0.0024658786246729431,0.0024322600543437065,0.02110877299241478,0.0052212200137520433,0.0016706815845539771
7.5999999999999996,0.87891379580640727,0.95198989858091354,0.9139830000751632,5.3473554568218962,0.78461635714187827,0.70520640108556676,0.006126603340378135,0.0015942706749693966,0.0035620836264626883,0.03774093405456598,0.0088608240954406222,0.0016706815845539771
8.0999999999999996,0.86624566762605415,0.95415069887164139,0.90806498075828834,5.2702885701674838,0.76746142556311536,0.70520640108556676,0.0063278643583296211,0.0014588636121824455,0.0037772455488135318,0.039821372525504072,0.0089674130156826015,0.0016706815845539771
8.5999999999999996,0.85300836531974189,0.95618394400151063,0.90163344054629335,5.1897543703227571,0.75030183058512745,0.70520640108556676,0.0074432527559261377,0.0030988094318431642,0.0042512191769413614,0.046639671898855928,0.0098463738108945167,0.0016706815845539771
9.0999999999999996,0.83939383978254334,0.95727895039068256,0.89446097420745174,5.1069133779782065,0.73275171718111665,0.70520640108556676,0.0045912696080264662,0.0023812705509549384,0.0028063278193612351,0.028384513972526164,0.0059834276315532987,0.0016706815845539771
9.5999999999999996,0.82696832946743604,0.95878909241984211,0.88799882424934062,5.031316527867105,0.71789293861828485,0.70520640108556676,0.0059134413745877516,0.0020181800014737036,0.0032272724614624947,0.036402590011955289,0.0070744897791742371,0.0016706815845539771
